country,2005
Afghanistan,17.83968322
Albania,23.32650948
Algeria,29.6
Angola,NA
Argentina,23.26396179
Armenia,22.98603439
Australia,28.93125534
Austria,28.93756866
Azerbaijan,23.88630676
Bahamas,27.19277191
Bahrain,25.90460396
Bangladesh,18.66999817
Barbados,31.7680397
Belarus,22.77720261
Belgium,30.34197617
Belize,26.17763329
Benin,20.33333206
Bhutan,20.08592987
Bolivia,22.59545898
Botswana,27.11158562
Brazil,23.09729576
Brunei,25.14610291
Bulgaria,24.15979195
Burkina Faso,19.3993969
Burundi,22.46302795
Cambodia,22.30000114
Cameroon,20.1510601
Canada,26.75705528
Cape Verde,25.68690109
Central African rep.,19.40876579
Chad,18.34000015
Chile,23.37175751
China,23.31162262
Colombia,23.00436401
Comoros,23.61499977
"Congo, Dem. Rep.",NA
"Congo, Rep.",NA
Costa Rica,23.39002419
Cote d'Ivoire,22.00292991
Croatia,26.23072433
Cuba,NA
Cyprus,25.21969414
Czech rep.,27.62324715
Denmark,30.8473587
Dominican rep.,21.47467804
Ecuador,21.55466843
Egypt,23.63006955
El Salvador,22.28621101
Equatorial Guinea,NA
Eritrea,20.55499649
Estonia,27.58296585
Ethiopia,20.5055027
Fiji,22.89528847
Finland,30.53718948
France,30.96426582
French Guiana,31.69898033
French Polynesia,29.86706924
Gabon,22.10285187
Gambia,19.64669609
Georgia,22.46738815
Germany,30.12885094
Ghana,22.44979858
Greece,26.94385338
Guadeloupe,31.57427979
Guam,24.36248398
Guatemala,20.45073509
Guinea,18.71999931
Guyana,27.79589272
Haiti,22.27551079
Honduras,20.35041809
"Hong Kong, China",28.61780357
Hungary,27.85076332
Iceland,27.51238251
India,19.93957901
Indonesia,22.11224365
Iran,22.14466476
Iraq,24.8413105
Ireland,30.71268082
Israel,25.87360382
Italy,29.16757965
Jamaica,33.20291901
Japan,28.57218933
Jordan,25.86478233
Kazakhstan,23.35925102
Kenya,21.4477787
"Korea, Rep.",27.0689621
Kuwait,25.06534195
Kyrgyzstan,21.8441143
Latvia,28.15731812
Lebanon,NA
Lesotho,21.30995369
Liberia,20.16080284
Libya,29.19110107
Lithuania,26.13404846
Luxembourg,27.83593941
"macao, China",26.3622303
"Macedonia, FYR",22.8783989
Madagascar,19.84911537
Malawi,18.94499969
Malaysia,25.11786079
Maldives,21.82092667
Mali,18.48999977
Malta,NA
Martinique,33.26953506
Mauritania,21.77551079
Mauritius,22.55157471
Mexico,22.73022842
Moldova,20.8733387
Mongolia,23.65853691
Montenegro,25.93799019
Morocco,26.44129944
Mozambique,18.73860168
Myanmar,24.54446983
Namibia,27.52589226
Nepal,18.97565842
Netherlands,30.51453972
Netherlands Antilles,30.22594261
New Caledonia,30.37372017
New Zealand,30.00538063
Nicaragua,20.44891739
Niger,17.60019875
Nigeria,20.90817261
Norway,31.6225338
Oman,21.67170334
Pakistan,22.12841225
Panama,21.91863823
Papua New Guinea,20.80160321
Paraguay,22.6956501
Peru,23.56531143
Philippines,23.18324852
Poland,25.29973412
Portugal,23.93018661
Puerto Rico,22.58510419
Qatar,25.785602569999998
Reunion,30.50815582
Romania,25.30126953
Russia,23.58974075
Rwanda,22.57836342
Saint Lucia,32.26
Saint Vincent and the Grenadines,30.92765027
Samoa,23.94953156
Sao Tome and Principe,17.75861931
Saudi Arabia,25.83797646
Senegal,21.53653717
Serbia,25.93799019
Sierra Leone,19.75572205
Singapore,26.5067749
Slovak Republic,26.3646183
Slovenia,30.29513741
Solomon Islands,21.22816467
South Africa,27.90380096
Spain,29.30578423
Sri Lanka,25.26371193
Sudan,22.66632843
Suriname,NA
Swaziland,25.95965004
Sweden,32.40498352
Switzerland,29.11519051
Syria,NA
Taiwan,27.8
Tajikistan,20.9141407
Tanzania,19.96926498
Thailand,24.05609512
Togo,21.34904671
Tonga,25.50241661
Trinidad and Tobago,26.78060722
Tunisia,29.2
Turkey,23.04790878
Turkmenistan,23.36683464
Uganda,20.2470417
Ukraine,22.81653786
United Arab Emirates,23.08673668
United Kingdom,29.75162125
United States,25.3
Uruguay,23.30049324
Uzbekistan,20.58316231
Vanuatu,22.6080265
Venezuela,22.74840355
West Bank and Gaza,22.86449242
Western Sahara,NA
VietNam,23.21391106
Virgin Islands (U.S.),29.9101162
"Yemen, Rep.",21.67
Zambia,20.53106117
Zimbabwe,21.03118896
